record_id,parent_occurrence_record_id,source_id,release_version,source_region,source_material_term,normalized_material_ids_json,normalized_material_names_json,chemical_names_json,symbols_or_formulae_json,chemical_or_english_names_json,source_district_term,district_boundary_state_2011,district_boundary_name_2011,census_state_code_2011,census_district_code_2011,district_centroid_latitude_2011,district_centroid_longitude_2011,census_area_km2_2011_district,census_population_2011_district,census_male_2011_district,census_female_2011_district,census_sc_2011_district,census_st_2011_district,census_literate_2011_district,census_workers_2011_district,district_crosswalk_status,district_crosswalk_match_index,district_crosswalk_match_count,district_crosswalk_admitted_to_h3_context,source_pdf_pages_json,source_pdf_url,record_observation_type,model_evidence_role,data_quality_flags_json,limitations
IBM-IMYB2024-DIST-OCC-00435,IBM-IMYB2024-STATE-OCC-0173,SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS,v1.0-alpha.22,Union Territory of Jammu & Kashmir,bentonite,"[""mineral:montmorillonite"",""group:clay""]","[""Montmorillonite"",""Clay""]","[""montmorillonite""]","[""(Na,Ca)0.3(Al,Mg)2Si4O10(OH)2·nH2O""]","[""montmorillonite""]",Jammu,Jammu & Kashmir,Jammu,1,21,32.75542676,74.91150196,2342.0,1529958.0,813821.0,716137.0,377991.0,69193.0,1137135.0,508622.0,exact_normalized_one_to_one,1,1,True,[188],https://www.ibm.gov.in/writereaddata/files/177426215469c1178a48453IMYB_2024_EBookFinal.pdf,official_compiled_district_mineral_occurrence_context,excluded_context_only,"[""source_and_boundary_administrative_vintages_differ""]","District-level occurrence context is spatially broad. The representative district coordinate is an indexing point, not the occurrence location or a drill target. Only unambiguous one-to-one 2011 crosswalks enter the H3 context table."
IBM-IMYB2024-DIST-OCC-00436,IBM-IMYB2024-STATE-OCC-0174,SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS,v1.0-alpha.22,Union Territory of Jammu & Kashmir,borax,"[""element:boron"",""mineral:borax""]","[""Boron"",""Borax""]","[""boron"",""borax""]","[""B"",""Na2B4O5(OH)4(H2O)8""]","[""boron"",""borax""]",Leh,Jammu & Kashmir,Leh (ladakh),1,3,34.16312102,78.07220725,45110.0,133487.0,78971.0,54516.0,488.0,95857.0,93770.0,75079.0,administrative_vintage_conflict_one_to_one,1,1,True,[188],https://www.ibm.gov.in/writereaddata/files/177426215469c1178a48453IMYB_2024_EBookFinal.pdf,official_compiled_district_mineral_occurrence_context,excluded_context_only,"[""source_and_boundary_administrative_vintages_differ"",""administrative_vintage_conflict""]","District-level occurrence context is spatially broad. The representative district coordinate is an indexing point, not the occurrence location or a drill target. Only unambiguous one-to-one 2011 crosswalks enter the H3 context table."
IBM-IMYB2024-DIST-OCC-00437,IBM-IMYB2024-STATE-OCC-0175,SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS,v1.0-alpha.22,Union Territory of Jammu & Kashmir,sulphur,"[""element:sulfur"",""mineral:sulphur""]","[""Sulfur"",""Sulphur""]","[""sulfur"",""sulphur""]","[""S""]","[""sulfur"",""sulphur""]",Leh,Jammu & Kashmir,Leh (ladakh),1,3,34.16312102,78.07220725,45110.0,133487.0,78971.0,54516.0,488.0,95857.0,93770.0,75079.0,administrative_vintage_conflict_one_to_one,1,1,True,[188],https://www.ibm.gov.in/writereaddata/files/177426215469c1178a48453IMYB_2024_EBookFinal.pdf,official_compiled_district_mineral_occurrence_context,excluded_context_only,"[""source_and_boundary_administrative_vintages_differ"",""administrative_vintage_conflict""]","District-level occurrence context is spatially broad. The representative district coordinate is an indexing point, not the occurrence location or a drill target. Only unambiguous one-to-one 2011 crosswalks enter the H3 context table."
IBM-IMYB2024-DIST-OCC-00438,IBM-IMYB2024-STATE-OCC-0176,SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS,v1.0-alpha.22,Union Territory of Jammu & Kashmir,diaspore,"[""group:kyanite-and-related-minerals""]","[""Kyanite and related minerals""]","[""kyanite and related minerals""]","[""Al2SiO5""]","[""kyanite and related minerals""]",Rajouri,Jammu & Kashmir,Rajouri,1,6,33.323199,74.40136309,2630.0,642415.0,345351.0,297064.0,48157.0,232815.0,364109.0,290912.0,exact_normalized_one_to_one,1,1,True,[188],https://www.ibm.gov.in/writereaddata/files/177426215469c1178a48453IMYB_2024_EBookFinal.pdf,official_compiled_district_mineral_occurrence_context,excluded_context_only,"[""source_and_boundary_administrative_vintages_differ""]","District-level occurrence context is spatially broad. The representative district coordinate is an indexing point, not the occurrence location or a drill target. Only unambiguous one-to-one 2011 crosswalks enter the H3 context table."
IBM-IMYB2024-DIST-OCC-00439,IBM-IMYB2024-STATE-OCC-0176,SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS,v1.0-alpha.22,Union Territory of Jammu & Kashmir,diaspore,"[""group:kyanite-and-related-minerals""]","[""Kyanite and related minerals""]","[""kyanite and related minerals""]","[""Al2SiO5""]","[""kyanite and related minerals""]",Udhampur,Jammu & Kashmir,Udhampur,1,19,32.899212,75.32347844,2637.0,554985.0,296784.0,258201.0,138569.0,56309.0,322354.0,243672.0,exact_normalized_one_to_one,1,1,True,[188],https://www.ibm.gov.in/writereaddata/files/177426215469c1178a48453IMYB_2024_EBookFinal.pdf,official_compiled_district_mineral_occurrence_context,excluded_context_only,"[""source_and_boundary_administrative_vintages_differ""]","District-level occurrence context is spatially broad. The representative district coordinate is an indexing point, not the occurrence location or a drill target. Only unambiguous one-to-one 2011 crosswalks enter the H3 context table."
IBM-IMYB2024-DIST-OCC-00440,IBM-IMYB2024-STATE-OCC-0177,SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS,v1.0-alpha.22,Union Territory of Jammu & Kashmir,graphite,"[""mineral:graphite""]","[""Graphite""]","[""carbon""]","[""C""]","[""carbon""]",Baramulla,Jammu & Kashmir,Baramula,1,8,34.13252411,74.52039062,4243.0,1008039.0,534733.0,473306.0,1476.0,37705.0,545149.0,304200.0,orthographic_one_to_one,1,1,True,[188],https://www.ibm.gov.in/writereaddata/files/177426215469c1178a48453IMYB_2024_EBookFinal.pdf,official_compiled_district_mineral_occurrence_context,excluded_context_only,"[""source_and_boundary_administrative_vintages_differ""]","District-level occurrence context is spatially broad. The representative district coordinate is an indexing point, not the occurrence location or a drill target. Only unambiguous one-to-one 2011 crosswalks enter the H3 context table."
IBM-IMYB2024-DIST-OCC-00441,IBM-IMYB2024-STATE-OCC-0178,SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS,v1.0-alpha.22,Union Territory of Jammu & Kashmir,lignite,"[""commodity:lignite""]","[""Lignite""]",[],[],"[""Lignite""]",Kupwara,Jammu & Kashmir,Kupwara,1,1,34.57586353,74.27093407,2379.0,870354.0,474190.0,396164.0,1048.0,70352.0,439654.0,229064.0,exact_normalized_one_to_one,1,1,True,[188],https://www.ibm.gov.in/writereaddata/files/177426215469c1178a48453IMYB_2024_EBookFinal.pdf,official_compiled_district_mineral_occurrence_context,excluded_context_only,"[""source_and_boundary_administrative_vintages_differ""]","District-level occurrence context is spatially broad. The representative district coordinate is an indexing point, not the occurrence location or a drill target. Only unambiguous one-to-one 2011 crosswalks enter the H3 context table."
IBM-IMYB2024-DIST-OCC-00442,IBM-IMYB2024-STATE-OCC-0179,SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS,v1.0-alpha.22,Union Territory of Jammu & Kashmir,marble,"[""group:calcium-and-limestone""]","[""Calcium and limestone""]","[""calcium"",""calcium carbonate""]",[],"[""calcium"",""calcium carbonate""]",Kupwara,Jammu & Kashmir,Kupwara,1,1,34.57586353,74.27093407,2379.0,870354.0,474190.0,396164.0,1048.0,70352.0,439654.0,229064.0,exact_normalized_one_to_one,1,1,True,[188],https://www.ibm.gov.in/writereaddata/files/177426215469c1178a48453IMYB_2024_EBookFinal.pdf,official_compiled_district_mineral_occurrence_context,excluded_context_only,"[""source_and_boundary_administrative_vintages_differ""]","District-level occurrence context is spatially broad. The representative district coordinate is an indexing point, not the occurrence location or a drill target. Only unambiguous one-to-one 2011 crosswalks enter the H3 context table."
IBM-IMYB2024-DIST-OCC-00443,IBM-IMYB2024-STATE-OCC-0180,SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS,v1.0-alpha.22,Union Territory of Jammu & Kashmir,quartz,"[""element:silicon"",""mineral:quartz""]","[""Silicon"",""Quartz""]","[""silicon"",""silicon dioxide"",""quartz""]","[""Si"",""SiO2""]","[""silicon"",""silicon dioxide"",""quartz""]",Anantnag,Jammu & Kashmir,Anantnag,1,14,33.77792288,75.29530913,3574.0,1078692.0,559767.0,518925.0,1826.0,116006.0,545532.0,389684.0,exact_normalized_one_to_one,1,1,True,[188],https://www.ibm.gov.in/writereaddata/files/177426215469c1178a48453IMYB_2024_EBookFinal.pdf,official_compiled_district_mineral_occurrence_context,excluded_context_only,"[""source_and_boundary_administrative_vintages_differ""]","District-level occurrence context is spatially broad. The representative district coordinate is an indexing point, not the occurrence location or a drill target. Only unambiguous one-to-one 2011 crosswalks enter the H3 context table."
IBM-IMYB2024-DIST-OCC-00444,IBM-IMYB2024-STATE-OCC-0180,SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS,v1.0-alpha.22,Union Territory of Jammu & Kashmir,quartz,"[""element:silicon"",""mineral:quartz""]","[""Silicon"",""Quartz""]","[""silicon"",""silicon dioxide"",""quartz""]","[""Si"",""SiO2""]","[""silicon"",""silicon dioxide"",""quartz""]",Doda,Jammu & Kashmir,Doda,1,16,33.12081654,75.55586526,8912.0,409936.0,213641.0,196295.0,53408.0,39216.0,219083.0,151912.0,exact_normalized_one_to_one,1,1,True,[188],https://www.ibm.gov.in/writereaddata/files/177426215469c1178a48453IMYB_2024_EBookFinal.pdf,official_compiled_district_mineral_occurrence_context,excluded_context_only,"[""source_and_boundary_administrative_vintages_differ""]","District-level occurrence context is spatially broad. The representative district coordinate is an indexing point, not the occurrence location or a drill target. Only unambiguous one-to-one 2011 crosswalks enter the H3 context table."
IBM-IMYB2024-DIST-OCC-00445,IBM-IMYB2024-STATE-OCC-0180,SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS,v1.0-alpha.22,Union Territory of Jammu & Kashmir,quartz,"[""element:silicon"",""mineral:quartz""]","[""Silicon"",""Quartz""]","[""silicon"",""silicon dioxide"",""quartz""]","[""Si"",""SiO2""]","[""silicon"",""silicon dioxide"",""quartz""]",Udhampur,Jammu & Kashmir,Udhampur,1,19,32.899212,75.32347844,2637.0,554985.0,296784.0,258201.0,138569.0,56309.0,322354.0,243672.0,exact_normalized_one_to_one,1,1,True,[188],https://www.ibm.gov.in/writereaddata/files/177426215469c1178a48453IMYB_2024_EBookFinal.pdf,official_compiled_district_mineral_occurrence_context,excluded_context_only,"[""source_and_boundary_administrative_vintages_differ""]","District-level occurrence context is spatially broad. The representative district coordinate is an indexing point, not the occurrence location or a drill target. Only unambiguous one-to-one 2011 crosswalks enter the H3 context table."
IBM-IMYB2024-DIST-OCC-00446,IBM-IMYB2024-STATE-OCC-0181,SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS,v1.0-alpha.22,Union Territory of Jammu & Kashmir,silica sand,"[""element:silicon"",""mineral:quartz"",""material:sand-and-gravel-industrial""]","[""Silicon"",""Quartz"",""Sand and gravel (industrial)""]","[""silicon"",""silicon dioxide"",""quartz""]","[""Si"",""SiO2""]","[""silicon"",""silicon dioxide"",""quartz""]",Anantnag,Jammu & Kashmir,Anantnag,1,14,33.77792288,75.29530913,3574.0,1078692.0,559767.0,518925.0,1826.0,116006.0,545532.0,389684.0,exact_normalized_one_to_one,1,1,True,[188],https://www.ibm.gov.in/writereaddata/files/177426215469c1178a48453IMYB_2024_EBookFinal.pdf,official_compiled_district_mineral_occurrence_context,excluded_context_only,"[""source_and_boundary_administrative_vintages_differ""]","District-level occurrence context is spatially broad. The representative district coordinate is an indexing point, not the occurrence location or a drill target. Only unambiguous one-to-one 2011 crosswalks enter the H3 context table."
IBM-IMYB2024-DIST-OCC-00447,IBM-IMYB2024-STATE-OCC-0181,SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS,v1.0-alpha.22,Union Territory of Jammu & Kashmir,silica sand,"[""element:silicon"",""mineral:quartz"",""material:sand-and-gravel-industrial""]","[""Silicon"",""Quartz"",""Sand and gravel (industrial)""]","[""silicon"",""silicon dioxide"",""quartz""]","[""Si"",""SiO2""]","[""silicon"",""silicon dioxide"",""quartz""]",Doda,Jammu & Kashmir,Doda,1,16,33.12081654,75.55586526,8912.0,409936.0,213641.0,196295.0,53408.0,39216.0,219083.0,151912.0,exact_normalized_one_to_one,1,1,True,[188],https://www.ibm.gov.in/writereaddata/files/177426215469c1178a48453IMYB_2024_EBookFinal.pdf,official_compiled_district_mineral_occurrence_context,excluded_context_only,"[""source_and_boundary_administrative_vintages_differ""]","District-level occurrence context is spatially broad. The representative district coordinate is an indexing point, not the occurrence location or a drill target. Only unambiguous one-to-one 2011 crosswalks enter the H3 context table."
IBM-IMYB2024-DIST-OCC-00448,IBM-IMYB2024-STATE-OCC-0181,SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS,v1.0-alpha.22,Union Territory of Jammu & Kashmir,silica sand,"[""element:silicon"",""mineral:quartz"",""material:sand-and-gravel-industrial""]","[""Silicon"",""Quartz"",""Sand and gravel (industrial)""]","[""silicon"",""silicon dioxide"",""quartz""]","[""Si"",""SiO2""]","[""silicon"",""silicon dioxide"",""quartz""]",Udhampur,Jammu & Kashmir,Udhampur,1,19,32.899212,75.32347844,2637.0,554985.0,296784.0,258201.0,138569.0,56309.0,322354.0,243672.0,exact_normalized_one_to_one,1,1,True,[188],https://www.ibm.gov.in/writereaddata/files/177426215469c1178a48453IMYB_2024_EBookFinal.pdf,official_compiled_district_mineral_occurrence_context,excluded_context_only,"[""source_and_boundary_administrative_vintages_differ""]","District-level occurrence context is spatially broad. The representative district coordinate is an indexing point, not the occurrence location or a drill target. Only unambiguous one-to-one 2011 crosswalks enter the H3 context table."
IBM-IMYB2024-DIST-OCC-00449,IBM-IMYB2024-STATE-OCC-0182,SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS,v1.0-alpha.22,Union Territory of Jammu & Kashmir,quartzite,"[""element:silicon"",""rock:quartzite""]","[""Silicon"",""Quartzite""]","[""silicon"",""silicon dioxide""]","[""Si""]","[""silicon"",""silicon dioxide""]",Anantnag,Jammu & Kashmir,Anantnag,1,14,33.77792288,75.29530913,3574.0,1078692.0,559767.0,518925.0,1826.0,116006.0,545532.0,389684.0,exact_normalized_one_to_one,1,1,True,[188],https://www.ibm.gov.in/writereaddata/files/177426215469c1178a48453IMYB_2024_EBookFinal.pdf,official_compiled_district_mineral_occurrence_context,excluded_context_only,"[""source_and_boundary_administrative_vintages_differ""]","District-level occurrence context is spatially broad. The representative district coordinate is an indexing point, not the occurrence location or a drill target. Only unambiguous one-to-one 2011 crosswalks enter the H3 context table."
IBM-IMYB2024-DIST-OCC-00450,IBM-IMYB2024-STATE-OCC-0183,SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS,v1.0-alpha.22,Union Territory of Jammu & Kashmir,sapphire,"[""variety:sapphire""]","[""Sapphire""]","[""sapphire""]","[""Al2O3""]","[""sapphire""]",Doda,Jammu & Kashmir,Doda,1,16,33.12081654,75.55586526,8912.0,409936.0,213641.0,196295.0,53408.0,39216.0,219083.0,151912.0,exact_normalized_one_to_one,1,1,True,[188],https://www.ibm.gov.in/writereaddata/files/177426215469c1178a48453IMYB_2024_EBookFinal.pdf,official_compiled_district_mineral_occurrence_context,excluded_context_only,"[""source_and_boundary_administrative_vintages_differ""]","District-level occurrence context is spatially broad. The representative district coordinate is an indexing point, not the occurrence location or a drill target. Only unambiguous one-to-one 2011 crosswalks enter the H3 context table."
IBM-IMYB2024-DIST-OCC-00451,IBM-IMYB2024-STATE-OCC-0184,SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS,v1.0-alpha.22,Jharkhand,bauxite,"[""element:aluminium"",""ore:bauxite""]","[""Aluminium"",""Bauxite""]","[""aluminium""]","[""Al""]","[""aluminium""]",Dumka,Jharkhand,Dumka,20,17,24.30769307,87.30826051,3761.0000000000005,1321442.0,668514.0,652928.0,79614.0,571077.0,672409.0,624779.0,exact_normalized_one_to_one,1,1,True,"[190,191]",https://www.ibm.gov.in/writereaddata/files/177426215469c1178a48453IMYB_2024_EBookFinal.pdf,official_compiled_district_mineral_occurrence_context,excluded_context_only,[],"District-level occurrence context is spatially broad. The representative district coordinate is an indexing point, not the occurrence location or a drill target. Only unambiguous one-to-one 2011 crosswalks enter the H3 context table."
IBM-IMYB2024-DIST-OCC-00452,IBM-IMYB2024-STATE-OCC-0184,SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS,v1.0-alpha.22,Jharkhand,bauxite,"[""element:aluminium"",""ore:bauxite""]","[""Aluminium"",""Bauxite""]","[""aluminium""]","[""Al""]","[""aluminium""]",Gumla,Jharkhand,Gumla,20,21,23.16090357,84.46641375,5360.000000000001,1025213.0,514390.0,510823.0,32459.0,706754.0,559720.0,487508.0,exact_normalized_one_to_one,1,1,True,"[190,191]",https://www.ibm.gov.in/writereaddata/files/177426215469c1178a48453IMYB_2024_EBookFinal.pdf,official_compiled_district_mineral_occurrence_context,excluded_context_only,[],"District-level occurrence context is spatially broad. The representative district coordinate is an indexing point, not the occurrence location or a drill target. Only unambiguous one-to-one 2011 crosswalks enter the H3 context table."
IBM-IMYB2024-DIST-OCC-00453,IBM-IMYB2024-STATE-OCC-0184,SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS,v1.0-alpha.22,Jharkhand,bauxite,"[""element:aluminium"",""ore:bauxite""]","[""Aluminium"",""Bauxite""]","[""aluminium""]","[""Al""]","[""aluminium""]",Latehar,Jharkhand,Latehar,20,14,23.68642326,84.47183093,4290.999999999999,726978.0,369666.0,357312.0,154910.0,331096.0,350682.0,313379.0,exact_normalized_one_to_one,1,1,True,"[190,191]",https://www.ibm.gov.in/writereaddata/files/177426215469c1178a48453IMYB_2024_EBookFinal.pdf,official_compiled_district_mineral_occurrence_context,excluded_context_only,[],"District-level occurrence context is spatially broad. The representative district coordinate is an indexing point, not the occurrence location or a drill target. Only unambiguous one-to-one 2011 crosswalks enter the H3 context table."
IBM-IMYB2024-DIST-OCC-00454,IBM-IMYB2024-STATE-OCC-0184,SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS,v1.0-alpha.22,Jharkhand,bauxite,"[""element:aluminium"",""ore:bauxite""]","[""Aluminium"",""Bauxite""]","[""aluminium""]","[""Al""]","[""aluminium""]",Lohardaga,Jharkhand,Lohardaga,20,11,23.47478616,84.69840601,1502.0,461790.0,232629.0,229161.0,15330.0,262734.0,259707.0,221332.0,exact_normalized_one_to_one,1,1,True,"[190,191]",https://www.ibm.gov.in/writereaddata/files/177426215469c1178a48453IMYB_2024_EBookFinal.pdf,official_compiled_district_mineral_occurrence_context,excluded_context_only,[],"District-level occurrence context is spatially broad. The representative district coordinate is an indexing point, not the occurrence location or a drill target. Only unambiguous one-to-one 2011 crosswalks enter the H3 context table."
IBM-IMYB2024-DIST-OCC-00455,IBM-IMYB2024-STATE-OCC-0184,SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS,v1.0-alpha.22,Jharkhand,bauxite,"[""element:aluminium"",""ore:bauxite""]","[""Aluminium"",""Bauxite""]","[""aluminium""]","[""Al""]","[""aluminium""]",Palamu,Jharkhand,Palamu,20,13,24.21014832,84.18215504,4393.0,1939869.0,1006302.0,933567.0,536382.0,181208.0,1024563.0,713175.0,exact_normalized_one_to_one,1,1,True,"[190,191]",https://www.ibm.gov.in/writereaddata/files/177426215469c1178a48453IMYB_2024_EBookFinal.pdf,official_compiled_district_mineral_occurrence_context,excluded_context_only,[],"District-level occurrence context is spatially broad. The representative district coordinate is an indexing point, not the occurrence location or a drill target. Only unambiguous one-to-one 2011 crosswalks enter the H3 context table."
IBM-IMYB2024-DIST-OCC-00456,IBM-IMYB2024-STATE-OCC-0185,SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS,v1.0-alpha.22,Jharkhand,china clay,"[""group:kaolin"",""mineral:kaolinite""]","[""Kaolin"",""Kaolinite""]","[""kaolinite"",""aluminium silicate hydroxide""]","[""Al2Si2O5(OH)4""]","[""kaolinite"",""aluminium silicate hydroxide""]",Dumka,Jharkhand,Dumka,20,17,24.30769307,87.30826051,3761.0000000000005,1321442.0,668514.0,652928.0,79614.0,571077.0,672409.0,624779.0,exact_normalized_one_to_one,1,1,True,"[190,191]",https://www.ibm.gov.in/writereaddata/files/177426215469c1178a48453IMYB_2024_EBookFinal.pdf,official_compiled_district_mineral_occurrence_context,excluded_context_only,[],"District-level occurrence context is spatially broad. The representative district coordinate is an indexing point, not the occurrence location or a drill target. Only unambiguous one-to-one 2011 crosswalks enter the H3 context table."
IBM-IMYB2024-DIST-OCC-00457,IBM-IMYB2024-STATE-OCC-0185,SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS,v1.0-alpha.22,Jharkhand,china clay,"[""group:kaolin"",""mineral:kaolinite""]","[""Kaolin"",""Kaolinite""]","[""kaolinite"",""aluminium silicate hydroxide""]","[""Al2Si2O5(OH)4""]","[""kaolinite"",""aluminium silicate hydroxide""]",Hazaribagh,Jharkhand,Hazaribagh,20,15,24.0024058,85.56370922,3554.9999999999995,1734495.0,890881.0,843614.0,303515.0,121768.0,1013249.0,654636.0,exact_normalized_one_to_one,1,1,True,"[190,191]",https://www.ibm.gov.in/writereaddata/files/177426215469c1178a48453IMYB_2024_EBookFinal.pdf,official_compiled_district_mineral_occurrence_context,excluded_context_only,[],"District-level occurrence context is spatially broad. The representative district coordinate is an indexing point, not the occurrence location or a drill target. Only unambiguous one-to-one 2011 crosswalks enter the H3 context table."
IBM-IMYB2024-DIST-OCC-00458,IBM-IMYB2024-STATE-OCC-0185,SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS,v1.0-alpha.22,Jharkhand,china clay,"[""group:kaolin"",""mineral:kaolinite""]","[""Kaolin"",""Kaolinite""]","[""kaolinite"",""aluminium silicate hydroxide""]","[""Al2Si2O5(OH)4""]","[""kaolinite"",""aluminium silicate hydroxide""]",Lohardaga,Jharkhand,Lohardaga,20,11,23.47478616,84.69840601,1502.0,461790.0,232629.0,229161.0,15330.0,262734.0,259707.0,221332.0,exact_normalized_one_to_one,1,1,True,"[190,191]",https://www.ibm.gov.in/writereaddata/files/177426215469c1178a48453IMYB_2024_EBookFinal.pdf,official_compiled_district_mineral_occurrence_context,excluded_context_only,[],"District-level occurrence context is spatially broad. The representative district coordinate is an indexing point, not the occurrence location or a drill target. Only unambiguous one-to-one 2011 crosswalks enter the H3 context table."
IBM-IMYB2024-DIST-OCC-00459,IBM-IMYB2024-STATE-OCC-0185,SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS,v1.0-alpha.22,Jharkhand,china clay,"[""group:kaolin"",""mineral:kaolinite""]","[""Kaolin"",""Kaolinite""]","[""kaolinite"",""aluminium silicate hydroxide""]","[""Al2Si2O5(OH)4""]","[""kaolinite"",""aluminium silicate hydroxide""]",East Singhbhum,Jharkhand,Purbi Singhbhum,20,12,22.61965408,86.3937687,3562.0,2293919.0,1176902.0,1117017.0,111414.0,653923.0,1507699.0,837167.0,translated_direction_one_to_one,1,1,True,"[190,191]",https://www.ibm.gov.in/writereaddata/files/177426215469c1178a48453IMYB_2024_EBookFinal.pdf,official_compiled_district_mineral_occurrence_context,excluded_context_only,[],"District-level occurrence context is spatially broad. The representative district coordinate is an indexing point, not the occurrence location or a drill target. Only unambiguous one-to-one 2011 crosswalks enter the H3 context table."
IBM-IMYB2024-DIST-OCC-00460,IBM-IMYB2024-STATE-OCC-0185,SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS,v1.0-alpha.22,Jharkhand,china clay,"[""group:kaolin"",""mineral:kaolinite""]","[""Kaolin"",""Kaolinite""]","[""kaolinite"",""aluminium silicate hydroxide""]","[""Al2Si2O5(OH)4""]","[""kaolinite"",""aluminium silicate hydroxide""]",West Singhbhum,Jharkhand,Pashchimi Singhbhum,20,23,22.43332776,85.54180515,7223.996636703798,1502338.0,749385.0,752953.0,56986.0,1011296.0,727561.0,694863.0,translated_direction_one_to_one,1,1,True,"[190,191]",https://www.ibm.gov.in/writereaddata/files/177426215469c1178a48453IMYB_2024_EBookFinal.pdf,official_compiled_district_mineral_occurrence_context,excluded_context_only,[],"District-level occurrence context is spatially broad. The representative district coordinate is an indexing point, not the occurrence location or a drill target. Only unambiguous one-to-one 2011 crosswalks enter the H3 context table."
IBM-IMYB2024-DIST-OCC-00461,IBM-IMYB2024-STATE-OCC-0185,SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS,v1.0-alpha.22,Jharkhand,china clay,"[""group:kaolin"",""mineral:kaolinite""]","[""Kaolin"",""Kaolinite""]","[""kaolinite"",""aluminium silicate hydroxide""]","[""Al2Si2O5(OH)4""]","[""kaolinite"",""aluminium silicate hydroxide""]",Sahebganj,Jharkhand,Sahibganj,20,7,25.0349809,87.69705041,2063.0,1150567.0,589391.0,561176.0,72341.0,308343.0,483263.0,490202.0,orthographic_one_to_one,1,1,True,"[190,191]",https://www.ibm.gov.in/writereaddata/files/177426215469c1178a48453IMYB_2024_EBookFinal.pdf,official_compiled_district_mineral_occurrence_context,excluded_context_only,[],"District-level occurrence context is spatially broad. The representative district coordinate is an indexing point, not the occurrence location or a drill target. Only unambiguous one-to-one 2011 crosswalks enter the H3 context table."
IBM-IMYB2024-DIST-OCC-00462,IBM-IMYB2024-STATE-OCC-0185,SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS,v1.0-alpha.22,Jharkhand,china clay,"[""group:kaolin"",""mineral:kaolinite""]","[""Kaolin"",""Kaolinite""]","[""kaolinite"",""aluminium silicate hydroxide""]","[""Al2Si2O5(OH)4""]","[""kaolinite"",""aluminium silicate hydroxide""]",Ranchi,Jharkhand,Ranchi,20,19,23.30233041,85.38424571,5097.0,2914253.0,1494937.0,1419316.0,152943.0,1042016.0,1911433.0,1142867.0,exact_normalized_one_to_one,1,1,True,"[190,191]",https://www.ibm.gov.in/writereaddata/files/177426215469c1178a48453IMYB_2024_EBookFinal.pdf,official_compiled_district_mineral_occurrence_context,excluded_context_only,[],"District-level occurrence context is spatially broad. The representative district coordinate is an indexing point, not the occurrence location or a drill target. Only unambiguous one-to-one 2011 crosswalks enter the H3 context table."
IBM-IMYB2024-DIST-OCC-00463,IBM-IMYB2024-STATE-OCC-0186,SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS,v1.0-alpha.22,Jharkhand,coal,"[""commodity:coal""]","[""Coal""]",[],[],"[""Coal""]",Bokaro,Jharkhand,Bokaro,20,10,23.69320076,86.00330552,2883.0,2062330.0,1072807.0,989523.0,299227.0,255626.0,1273520.0,685368.0,exact_normalized_one_to_one,1,1,True,"[190,191]",https://www.ibm.gov.in/writereaddata/files/177426215469c1178a48453IMYB_2024_EBookFinal.pdf,official_compiled_district_mineral_occurrence_context,excluded_context_only,[],"District-level occurrence context is spatially broad. The representative district coordinate is an indexing point, not the occurrence location or a drill target. Only unambiguous one-to-one 2011 crosswalks enter the H3 context table."
